player_id,player_name,mkc_id,country_code,fc,is_host_banned,is_chat_restricted,mmr,base_mmr,peak_mmr,rank_id,times_strike_limit_reached,twitch_link,mogi_media_message_id
501848983694606356,bluebro827,1673,US,,0,0,1631,1631,,794263467581374524,0,,,
501862194825265153,Nino,9420,DE,3062-9403-5535,0,0,6050,4576,6143,794262916627038258,0,,,
503612235667734538,charmender,2154,CA,,0,0,1748,2250,2158,794263467581374524,0,,,
503973132676366336,nmg,39152,ES,,0,0,937,1000,937,970028275789365368,0,,,
504363425296547840,JeremyK,50026,US,,0,0,753,1000,934,970028275789365368,0,,,
505456556440027136,WilliamX,31967,ES,,0,0,,,,846497627508047872,0,,,
506424002005434395,Kyle,17274,IE,,0,0,3903,3903,,794262959084797984,0,,,
507337708176408618,Douda,12428,FR,,0,0,2285,2285,,794263467581374524,0,,,
508215968007454732,JasperHZ,45326,NL,,0,0,,,,846497627508047872,0,,,
509891536629006347,Manujml,8280,MX,,0,0,,,,846497627508047872,0,,,
510376948086603777,CroNeX,12253,FR,,0,0,1960,1960,,794263467581374524,0,,,
511687176644329473,Triv,19266,US,,0,0,2163,2163,,794263467581374524,0,,,
512642535533838346,poulron,9623,FR,,0,0,3596,3596,,794262959084797984,0,,,
513465355780227102,Pom2tere,6061,FR,,0,0,1861,2250,2699,794263467581374524,5,,,
513755565843808266,SergNja,44925,ES,,0,0,686,1000,926,970028275789365368,0,,,
513922747341209601,Rush,51991,US,,0,0,,,,846497627508047872,0,,,
514183339574558722,Curtyn,43300,GB,,0,0,,,,846497627508047872,0,,,
514549516297568257,Luckyo,1648,US,6524-9486-5304,0,0,10406,10303,11045,794262638518730772,0,luckyo4tw,,
514687078290948096,rapisurapisu,26825,JP,,0,0,,,,846497627508047872,0,,,
518142154993041437,knirschko,4332,AT,,0,0,,,,846497627508047872,0,,,
518637296438738945,Aaron,55739,US,,0,0,2062,2250,2256,794263467581374524,0,,,
519550553358073856,KIRA,21495,FR,,0,0,4008,3654,4196,794262959084797984,0,,,
520025381743362054,LuckyLachie01,39021,AU,,0,0,,,,846497627508047872,0,,,
520664146254102553,AleMitKs,31082,DE,,0,0,2052,2250,2240,794263467581374524,0,,,
521065101646757890,AMXsadie,55448,US,,0,0,0,,,846497627508047872,0,,,
521089606276349973,Xylix,12251,US,,0,0,2626,3061,3106,794263467581374524,0,,,
522006459756838912,chanrii,24381,JP,,0,0,2168,2168,,794263467581374524,0,,,
522369636696850433,rokitobi,2812,JP,,0,0,3423,3423,,794262959084797984,0,,,
524013126996328448,Jack,1499,CA,,0,0,3859,3859,,794262959084797984,0,,,
524250603451449345,nys_,1758,MX,,0,0,,,,846497627508047872,0,,,
526109989379506186,Ellipsis,46766,US,,0,0,2306,2250,2328,794263467581374524,0,,,
526360105273524240,Heart,4526,JP,,0,0,4127,4127,,794262959084797984,0,,,
526372047996059659,Grainy,42655,FR,,0,0,,,,846497627508047872,0,,,
527045732209917952,okimono,7762,JP,,0,0,7659,6539,7857,794262898423627857,0,,,
527762623165497344,usedbun,12116,US,,0,0,2046,2046,,794263467581374524,0,,,
528060863014371349,Javier,6389,US,,0,0,,,,846497627508047872,0,,,
529487983016149003,victerr,51378,US,,0,0,,,,846497627508047872,0,,,
529865335705305118,kuroto,3547,JP,,0,0,3474,3474,,794262959084797984,0,,,
530058670302691328,Ultratoppiejopp,49639,NL,,0,0,,,,846497627508047872,0,,,
530152820809138176,darkside2475,51187,AU,,0,0,,,,846497627508047872,0,,,
530352329833316352,yuuya,7851,JP,,0,0,3383,3507,3709,794262959084797984,0,,,
530555111626244106,choboipnidang,15643,KR,,0,0,,,,846497627508047872,0,,,
530919965566566401,Altiu,12410,MX,,0,0,3608,3608,,794262959084797984,0,,,
531318891520065538,Qwertzilla,6635,US,,0,0,1,1012,928,970028275789365368,0,,,
532821149529145346,Ssoonhari97,31257,KR,,0,0,2713,1876,2788,794263467581374524,0,,,
532936376442945540,M1Gu3L,46338,ES,,0,0,763,1000,911,970028275789365368,0,,,
533669759997313044,Match,33852,JP,,0,0,,,,846497627508047872,0,,,
534897857480753173,aferre,48039,US,,0,0,,,,846497627508047872,0,,,
536477324133269524,idorc,15397,FR,,0,0,2133,2133,,794263467581374524,0,,,
536581702244630559,berda,2728,US,,0,0,7238,7107,7523,794262916627038258,0,,,
537556678971883521,BR,44860,AT,,0,0,,,,846497627508047872,0,,,
537774061854654484,DMC-fiummmm,8067,MX,,0,0,3752,3752,,794262959084797984,0,,,
537992139284414465,Lunamii06,25203,JP,,0,0,,,,846497627508047872,0,,,
538356311038099478,Gaspar,57377,BR,,0,0,,,,846497627508047872,0,,,
538447581190291478,Darkz,6471,ES,,0,0,3530,3367,3530,794262959084797984,0,,,
538870511401304064,Shakira,21099,US,,0,0,4969,2953,5294,794262925098745858,1,,,
540653817759268867,Haya,4352,FR,,0,0,2281,2281,,794263467581374524,0,,,
540702530037088267,3,53951,GB,,0,0,,,,846497627508047872,0,,,
541247656500920330,SirKyle2022,18941,US,,0,0,,,,846497627508047872,0,,,
541448865061142540,JackM,17565,US,,0,0,1826,1841,1828,794263467581374524,0,,,
542614037603680262,oZeaL,54190,GB,,0,0,1726,2250,2096,794263467581374524,0,,,
543052605929029642,ASHU,4545,JP,,0,0,6218,5619,6218,794262916627038258,0,,,
543146582841884682,!-Toad_Beta,41266,FR,,0,0,954,1000,954,970028275789365368,0,,,
543545667054862356,Elise,19202,US,,0,0,,,,846497627508047872,0,,,
544123334833471488,VTPooks,8739,AU,,0,0,3559,3559,,794262959084797984,0,,,
544389220433788938,mosya,43022,JP,,0,0,1,1000,993,970028275789365368,0,,,
544936826247446528,aswizz,3262,BE,,0,0,3233,3233,,794262959084797984,0,,,
546718987241914408,Tungsten,24055,US,,0,0,1538,1538,,794263467581374524,0,,,
547156768896188459,Zedrum,6355,FR,,0,0,3562,3562,,794262959084797984,0,,,
548230889415376907,Wood22,53796,GB,,0,0,51,2250,2308,970028275789365368,0,,,
548264839454130213,Smart_Gas,49869,US,,0,0,965,1000,965,970028275789365368,0,,,
548923374399782923,RageQT,29246,NL,,0,0,,,,846497627508047872,0,,,
549054115519528970,hokakoro,11814,JP,,0,0,2317,2317,,794263467581374524,0,,,
549100926724603906,Bocchi,4679,JP,,0,0,4429,4628,4568,794262959084797984,0,,,
550774242862432277,orion25,48989,US,,0,0,,,,846497627508047872,0,,,
550860995921313793,Kishiro,4565,JP,,0,0,2218,2218,,794263467581374524,0,,,
551105748587773963,dillon,37801,IE,,0,0,1985,2250,2212,794263467581374524,0,,,
553563159638835231,EpicKilla,43939,US,,0,0,2088,2250,2189,794263467581374524,0,,,
553865289650143233,Yossy,3721,JP,,0,0,2433,2250,2433,794263467581374524,0,,,
553899384690049025,Riozen,27121,FR,,0,0,,,,846497627508047872,0,,,
553973996622839809,Tomasito,7812,ES,,0,0,2345,2250,2345,794263467581374524,0,,,
553988714033053711,ArtyCuz,13126,US,,0,0,3498,3498,,794262959084797984,0,,,
554004165970624514,GeneralJF,53957,FR,,0,0,,,,846497627508047872,0,,,
554128533996175360,BigJaye,41497,GB,,0,0,,,,846497627508047872,0,,,
554237764821057537,FATAAT-AL-KHAIR,9998,DE,,0,0,1932,2250,2334,794263467581374524,0,,,
554394393075777548,D8-LineUp,35073,CA,,0,0,3801,3750,3896,794262959084797984,0,,,
555701613616955392,Dapple-Dualies,3688,JP,,0,0,4070,4070,,794262959084797984,0,,,
555922936087969795,pank,28228,JP,,0,0,,,,846497627508047872,0,,,
556650124483231754,BapeTI,46752,CA,,0,0,3679,3750,3866,794262959084797984,0,,,
556892260592123934,Fabi,55044,DE,,0,0,648,1000,967,970028275789365368,0,,,
558307664518447116,Fways,12383,FR,,0,0,2246,2246,,794263467581374524,0,,,
559114547349291010,Rhys04,13546,GB,,0,0,2542,2809,2863,794263467581374524,0,,,
560185396642971669,Snowbros,32614,AU,,0,0,937,1000,937,970028275789365368,0,,,
560529073009328129,JustUrTypicalJo,50167,US,,0,0,,,,846497627508047872,0,,,
560529093230329869,Seth,24012,FR,,0,0,2101,2250,2197,794263467581374524,0,,,
560553069448790096,DanyL,8589,AL,,0,0,,,,846497627508047872,0,,,
560641806774304778,Pardi,3073,MX,,0,0,1970,1970,,794263467581374524,0,,,
561565440913047553,sherm,43205,US,,0,0,,,,846497627508047872,0,,,
561895240697380866,Calico-Jack,48601,FR,,0,0,,,,846497627508047872,0,,,
561914890210770957,Mordexy,17255,ES,,0,0,3650,3564,3650,794262959084797984,0,,,
562020797200203787,BryWH,3704,US,,0,0,2865,2865,,794263467581374524,0,,,
562032220332752896,jolokid,23636,GB,,0,0,1508,1508,,794263467581374524,0,,,
562315156583874589,109,54439,US,,0,0,2026,2250,2241,794263467581374524,0,,,
562626027407540235,DAISYDRIFT,3194,US,,0,0,2059,2264,2059,794263467581374524,0,,,
563196041424535568,Maliboo,2997,CA,,0,0,4247,4247,,794262959084797984,0,,,
563454080328925204,Royourboi,8717,IE,,0,0,1929,1988,2059,794263467581374524,0,,,
563826267527577600,Andie,34727,US,,0,0,754,889,754,970028275789365368,0,,,
564113810374262794,Mob,45756,CO,,0,0,873,1000,1018,970028275789365368,0,,,
564185299790594058,Toki,51489,CA,,0,0,,,,846497627508047872,0,,,
564210992486023173,MsChanandlerBong,54277,CL,,0,0,,,,846497627508047872,0,,,
564380916793999360,Mokou,16162,JP,,0,0,3182,3182,,794262959084797984,0,,,
564757092297342977,Hgt,25410,PH,,0,0,1953,1953,,794263467581374524,0,,,
565157278387535873,lraleex_17,29231,ES,,0,0,,,,846497627508047872,0,,,
566044716848644132,LordOfTheBoard,52587,US,,0,0,,,,846497627508047872,0,,,
566667645030760509,ZokSs,13726,FR,,0,0,2279,2201,2279,794263467581374524,0,,,
566921480311668748,bukka,19941,JP,,0,0,2496,2496,,794263467581374524,0,,,
567014065738612747,karma,7555,ES,,0,0,,,,846497627508047872,0,,,
568576724959232000,Jessica,14089,US,,0,0,1918,1918,,794263467581374524,0,,,
569525289617588234,ABYSS,5440,JP,,0,0,2140,2140,,794263467581374524,0,,,
569816385547403264,Henry,4216,AU,,0,0,3779,3779,,794262959084797984,0,,,
569953331401719834,MikeMK,17776,US,,0,0,,,,846497627508047872,0,,,
570321785665486848,Gord,19548,DE,,0,0,3476,3476,,794262959084797984,0,,,
570372587209621514,SHAWGER,7729,US,,0,0,3560,3560,,794262959084797984,0,,,
570459023770386436,Luxaitor,8807,US,,0,0,2203,2203,,794263467581374524,0,,,
571703456197378089,MayTea.,13417,US,,0,0,2130,2173,2130,794263467581374524,0,,,
571769063899136002,Kenny,14564,FR,,0,0,3564,3564,,794262959084797984,0,,,
572007198197022720,Sigma,9304,DE,,0,0,3329,2845,3675,794262959084797984,0,,,
572040006340968451,PaulMiskine,54320,FR,,0,0,,,,846497627508047872,0,,,
572790715956854785,curren,11727,JP,,0,0,2030,2030,,794263467581374524,0,,,
574214833461788672,po,5706,JP,,0,0,6944,6933,7185,794262916627038258,0,,,
574712830914461696,EpicCrossover,22067,US,,0,0,2239,2250,2239,794263467581374524,0,,,
575081777119625256,Marcos(NovaNit,55510,US,,0,0,,,,846497627508047872,0,,,
576691262715985920,Rube0la,21288,ES,,0,0,2133,2133,,794263467581374524,0,,,
576783218460721173,agorin,3921,JP,,0,0,2270,2270,,794263467581374524,0,,,
576851853837467680,G_Soul,43289,GB,,0,0,1512,2250,2310,794263467581374524,0,,,
577058180903731202,32Rainbows,5773,JP,,0,0,,,,846497627508047872,0,,,
577212475267743767,Amos,6159,RO,,0,0,3689,3689,,794262959084797984,0,,,
577241597872308272,h3ylloo,6239,FR,,0,0,2177,2177,,794263467581374524,0,,,
578088103189807114,Koknut,14191,CH,,0,0,3698,3698,,794262959084797984,0,,,
578444693545680906,taiga,2291,JP,,0,0,3396,3396,,794262959084797984,0,,,
578592671233474570,Nelso,52886,DE,,0,0,,,,846497627508047872,0,,,
579400251958362112,FreshD,9424,DE,,0,0,3523,3523,,794262959084797984,0,,,
580457798249349130,fzsuper,50993,NL,,0,0,860,1000,860,970028275789365368,0,,,
581119526540804147,JenZua,8200,ES,,0,0,2473,2741,2736,794263467581374524,0,,,
581148889114214400,Bomm,29131,FR,,0,0,2098,2098,,794263467581374524,0,,,
581171364598251532,BTR-|-Triple-C-,50874,US,,0,0,587,1000,916,970028275789365368,0,,,
581440195174596618,Halen,57177,US,,0,0,,,,846497627508047872,0,,,
583297583762636802,Yoshira,3205,US,6929-2567-6767,0,0,9274,8326,10165,794262638518730772,0,,,
583375744164691979,ToxicLilly,19066,DE,,0,0,3489,3489,,794262959084797984,0,,,
583386818897117243,-Joseph-,8599,US,,0,0,2251,2250,2936,794263467581374524,0,,,
583969783511384074,retendo,35929,CH,,0,0,2202,2250,2202,794263467581374524,0,,,
584852528735191101,htaeD_fO_slairT,53012,US,,0,0,896,1000,896,970028275789365368,0,,,
584919219838255115,Dragon-Boi-♪,7605,CA,,0,0,,,,846497627508047872,0,,,
585147331934945290,RK.,5464,JP,,0,0,,,,846497627508047872,0,,,
585216254185570316,Klein,4642,FR,,0,0,3608,3608,,794262959084797984,0,,,
586260017620189186,Peter,48,US,,0,0,1949,2250,2218,794263467581374524,0,,,
586896224930758667,Maxiiim,43052,DE,,0,0,800,1000,879,970028275789365368,0,,,
587257938998198292,saikouMEI,42485,JP,,0,0,,,,846497627508047872,0,,,
591960430059061258,xiro,6537,JP,,0,0,,,,846497627508047872,0,,,
592959120265445376,stinkus1,44102,NZ,,0,0,,,,846497627508047872,0,,,
593083796400766977,Aggron,3151,ES,,0,0,,,,846497627508047872,0,,,
593148123879047171,Sneakz,3159,US,,0,0,,,,846497627508047872,0,,,
594206478181859330,Nenechi,3654,JP,,0,0,1905,1905,,794263467581374524,0,,,
594877813392408588,shaketo,3733,JP,,0,0,6753,6836,6753,794262916627038258,0,,,
596293722048692232,ForFritz_,12702,US,,0,0,,,,846497627508047872,0,,,
596690052965335041,Kommandant-Mo,10740,DE,,0,0,1628,2015,1923,794263467581374524,0,,,
596697767531773989,bobby,4639,JP,,0,0,4019,4019,,794262959084797984,0,,,
596896198623887361,Xenzy,40649,US,,0,0,869,1000,869,970028275789365368,0,,,
597150761373138967,Ghoul,3389,CA,,0,0,,,,846497627508047872,0,,,
598215521489649664,xcell,47714,US,,0,0,2233,2250,2331,794263467581374524,0,,,
598268047790440467,Dagger,33123,US,,0,0,,,,846497627508047872,0,,,
599317312037716021,!Contra,53224,DE,,0,0,1681,2250,2024,794263467581374524,0,,,
599803148164399135,❄❄Snowy-WolfieS,45542,US,,0,0,,,,846497627508047872,0,,,
600570328048992267,osun,23806,JP,,0,0,1051,1000,1051,970028275789365368,0,,,
600743919373778944,trikky,41218,NL,,0,0,2068,2250,2209,794263467581374524,0,,,
601861968319610881,JustAChad,47741,US,,0,0,,,,846497627508047872,0,,,
602594137169985576,Turtlemanzero,57160,US,,0,0,942,1000,942,970028275789365368,0,,,
602841569925660704,Leen,22801,DE,,0,0,2217,2217,,794263467581374524,0,,,
602992763373617173,TeenTykan,23022,US,,0,0,2211,2211,,794263467581374524,0,,,
603507119689302037,Deathclaw,23088,AU,,0,0,,,,846497627508047872,0,,,
604730346780753939,YeaahBoiiiii,47397,FR,,0,0,,,,846497627508047872,0,,,
604732130789949460,Faceless,12870,US,,0,0,,,,846497627508047872,0,,,
605010882249883648,CPE,37576,US,,0,0,2347,2250,2347,794263467581374524,0,,,
606050821888540683,nico(suplente),46807,ES,,0,0,,,,846497627508047872,0,,,
606286092685148170,Bastiandy,19061,MX,,0,0,2045,2045,,794263467581374524,0,,,
606556235466276886,spindy,48666,NL,,0,0,,,,846497627508047872,0,,,
607059531398381621,aa,39958,JP,,0,0,,,,846497627508047872,0,,,
607546581172092930,Army,907,FR,,0,0,8239,4674,8787,794262898423627857,0,armybidonville,,
607937758480171011,JRobs93,24779,GB,,0,0,2135,2135,,794263467581374524,0,,,
608518705747460097,Munini,7397,JP,,0,0,3356,3356,,794262959084797984,0,,,
609041954394865693,RAZER,34519,JP,,0,0,2497,2497,,794263467581374524,0,,,
609384184708071454,iTzL3G3NDII,55833,SA,,0,0,,,,846497627508047872,0,,,
609410919587512341,yzyt,6429,JP,,0,0,2225,2225,,794263467581374524,0,,,
609437536267272223,Enger,3836,US,,0,0,3628,3763,3628,794262959084797984,0,,,
609437849363939338,Flaps,3835,US,,0,0,4558,4802,4985,794262925098745858,0,,,
609459153190256641,Sander,36456,BE,3199-8020-2046,0,0,1403,2250,2358,970028275789365368,0,,,
609755370826498058,TBNRAndrew4,51363,US,,0,0,,,,846497627508047872,0,,,
610501539873816614,Citro15,21727,AT,,0,0,3259,2059,4021,794262959084797984,0,,,
610721221159682068,Green,3309,US,,0,0,4937,4759,4988,794262925098745858,0,,,
611056450390851594,Zee.,27105,US,,0,0,2126,2126,,794263467581374524,0,,,
611056535803527168,MrMatrixM51,53113,MX,,0,0,2313,2250,2313,794263467581374524,0,,,
612023745162510366,Bradyy,46366,US,,0,0,,,,846497627508047872,0,,,
613767659154178119,YOS,11524,JP,,0,0,2021,2144,2021,794263467581374524,0,,,
614124160217513994,narwhal,5412,JP,,0,0,2807,2807,,794263467581374524,0,,,
614252122854129686,Veyron,18908,MX,,0,0,2094,2094,,794263467581374524,0,,,
614325664253739028,CharlyX,28614,CL,,0,0,1920,2250,2169,794263467581374524,0,,,
614825216392167424,xyoshi27,32733,GB,,0,0,938,1000,938,970028275789365368,0,,,
616365764492132386,juice,44735,GB,,0,0,,,,846497627508047872,0,,,
616555734515187713,Mystery,3983,FR,,0,0,3760,3826,3760,794262959084797984,0,,,
616575505050894336,Yordi,12276,BE,,0,0,1426,1504,1697,970028275789365368,0,,,
618152794033225748,nora,22726,BE,,0,0,2218,2218,,794263467581374524,0,,,
619066526221467648,moris147,32215,TW,,0,0,,,,846497627508047872,0,,,
619555029451538432,Ivlami,4548,JP,,0,0,9535,5704,9976,794262638518730772,0,,,
619869832590000129,Pacome,20557,IT,,0,0,,,,846497627508047872,0,,,
620430559419695116,qasruh,47198,US,,0,0,926,1000,926,970028275789365368,0,,,
621013864292679680,SUPREYYY,15165,FR,,0,0,2069,2202,2069,794263467581374524,0,,,
621982681172934656,harucchiyukkuri,5337,JP,,0,0,,,,846497627508047872,0,,,
622163601276534796,l1amkm,6309,GB,,0,0,5636,5341,5636,794262925098745858,0,,,
622528956523872266,elmuchacho,53956,US,,0,0,,,,846497627508047872,0,,,
624082683538046977,kibou,5334,JP,,0,0,3551,3551,,794262959084797984,0,,,
624473775521529876,Cyan,10926,JP,,0,0,1950,1950,,794263467581374524,0,,,
625440871869055012,Fan-de-rides,42433,FR,,0,0,1818,2250,2214,794263467581374524,0,,,
626222322550046770,Looygi,36458,US,,0,0,2055,2055,,794263467581374524,0,,,
626282618026983436,Jann!s,39216,DE,,0,0,2171,2250,2737,794263467581374524,0,,,
626353096502542338,Shiv-FPS,3880,JP,,0,0,3406,3406,,794262959084797984,0,,,
626466314361241670,Leopon,5686,JP,,0,0,,,,846497627508047872,0,,,
626576447175262208,boethon,35773,US,,0,0,,,,846497627508047872,0,,,
627265150063476907,rowlet4ever,53124,CA,,0,0,,,,846497627508047872,0,,,
627722631398948875,FORK-ICE-BAHN,5129,JP,,0,0,1904,2016,1938,794263467581374524,0,,,
627787362193113096,mp4,4298,JP,,0,0,3910,4071,4100,794262959084797984,0,,,
628750333316694016,SilverSune,50485,US,,0,0,,,,846497627508047872,0,,,
628992565244329985,Red_Hawk_,13820,FR,,0,0,2094,2094,,794263467581374524,0,,,
631525927201013776,Yolo,16975,ES,,0,0,,,,846497627508047872,0,,,
631648834145091596,LE7,6546,MX,,0,0,2186,2250,2186,794263467581374524,0,,,
631884820108148746,SQUASH,50577,GB,,0,0,,,,846497627508047872,0,,,
632009637419548713,Kai-Wizzy,9900,US,,0,0,2239,2239,,794263467581374524,0,,,
632943997500915723,TaKao,6797,JP,,0,0,3332,3332,,794262959084797984,0,,,
634415837855612932,grid,49711,US,,0,0,622,1000,929,970028275789365368,0,,,
634845166674378762,Bartholemu,6049,US,,0,0,1412,1995,1837,970028275789365368,0,,,
635470969753829389,Ronny,7169,JP,,0,0,2161,2250,2161,794263467581374524,0,,,
636134861584728124,Aonatsu,3605,JP,,0,0,3778,3778,,794262959084797984,0,,,
636146389981855744,Denchuy,6498,JP,,0,0,2151,2151,,794263467581374524,0,,,
636628624258367518,stonga,25877,FR,,0,0,,,,846497627508047872,0,,,
636718171667300384,El-Flasho,13510,US,,0,0,1728,1728,,794263467581374524,0,,,
637372119893934110,Wicksy__06,52442,GB,,0,0,,,,846497627508047872,0,,,
637633101421477919,Yousef,55772,DK,,0,0,,,,846497627508047872,0,,,
637691702878011392,hinrg,5367,JP,,0,0,2201,2216,2405,794263467581374524,0,,,
639000082384945154,bigfloppa,53089,NL,,0,0,2073,2250,2164,794263467581374524,0,,,
640164181424865300,Yxshi,29167,DE,,0,0,2029,2250,2154,794263467581374524,0,,,
642127893576810558,Hermit,33659,JP,,0,0,1783,2240,2218,794263467581374524,0,,,
642145936247750666,JRozGaming,44693,GB,,0,0,1819,2250,2164,794263467581374524,0,,,
643119257194070046,Infinity,19493,ES,,0,0,2284,2250,2284,794263467581374524,0,,,
643177912874303493,MizerV2,31295,FR,,0,0,2264,2264,,794263467581374524,0,,,
643995118050869268,July,998,US,,0,0,5089,5286,5486,794262925098745858,1,,,
645282886525648924,Abbi,42862,US,,0,0,,,,846497627508047872,0,,,
646021459734429706,1011Martin,49687,DE,,0,0,792,1000,792,970028275789365368,0,,,
646795980599066675,Hazza,41721,GB,,0,0,2410,2250,2410,794263467581374524,0,,,
646979879795032064,Bulldogallstar,54292,AU,,0,0,,,,846497627508047872,0,,,
647892979524173855,Jamesss,7263,GB,,0,0,1878,2250,2592,794263467581374524,0,,,
647987775865356298,sedayo,28407,JP,,0,0,,,,846497627508047872,0,,,
648175840735133726,narusotsu,25765,JP,,0,0,2268,2268,,794263467581374524,0,,,
648515723936661517,Petit,4499,JP,,0,0,,,,846497627508047872,0,,,
648801008037658625,rioru,25967,JP,,0,0,,,,846497627508047872,0,,,
650220093015457793,Bishotaa,25801,MX,,0,0,,,,846497627508047872,0,,,
650415712183255061,Zooms,8312,US,,0,0,3630,3630,,794262959084797984,0,,,
650657316974362626,Maskou-MK,39774,FR,,0,0,2061,2250,2206,794263467581374524,0,,,
652341684151255085,Elite,7043,US,,0,0,1453,1522,1453,970028275789365368,0,,,
653349000178696193,NC,45813,US,,0,0,,,,846497627508047872,0,,,
655383314718392340,arirura,13899,JP,,0,0,3765,3765,,794262959084797984,0,,,
657027731653001217,Billy-Billy-,51521,US,,0,0,,,,846497627508047872,0,,,
657789020322922517,Mxsk,47421,US,,0,0,,,,846497627508047872,0,,,
657951713353007124,oimo,6916,JP,,0,0,3459,3459,,794262959084797984,0,,,
658660124633595925,Charlot,33006,CA,,0,0,2254,2250,2365,794263467581374524,0,,,
658664242177769472,Popoff,34812,FR,,0,0,2302,2250,2410,794263467581374524,0,,,
658700066042806313,Leo,131,FR,,0,0,4996,4792,5160,794262925098745858,0,,,
658771591152533537,tap-in,15378,GB,,0,0,1691,2240,2232,794263467581374524,0,,,
658801529372934156,Simon-F,8770,FR,,0,0,3483,3616,3483,794262959084797984,0,,,
658982028133400606,AdrixGamerEtte,53662,ES,,0,0,1023,1000,1023,970028275789365368,0,,,
659035431735787532,Gunner,53967,CA,,0,0,,,,846497627508047872,0,,,
659377296758669334,Wesley,55556,GB,,0,0,,,,846497627508047872,0,,,
659507717525864468,RaF,16379,FR,,0,0,2436,2250,2436,794263467581374524,0,,,
659518182624591893,akino,47467,DE,,0,0,2233,2250,2233,794263467581374524,0,,,
659735800963137566,Babouchka,29692,FR,,0,0,2016,2016,,794263467581374524,0,,,
659794832532832296,Lanthan,5142,JP,,0,0,2202,2202,,794263467581374524,0,,,
659960996856856576,The-Stone,36783,AU,,0,0,,,,846497627508047872,0,,,
660843471124299786,2_shu,18656,DE,,0,0,3428,2830,3683,794262959084797984,0,,,
660990179816898569,El-Magias,14073,ES,,0,0,2253,2253,,794263467581374524,0,,,
661236728119689259,ef.,4675,JP,,0,0,2070,2070,,794263467581374524,0,,,
662012280375869444,laki,8950,DE,,0,0,3131,3131,,794262959084797984,0,,,
662819827181944842,aura!,44984,GB,,0,0,,,,846497627508047872,0,,,
663117674330718221,Squadling,10239,DE,,0,0,2816,2516,3387,794263467581374524,0,,,
663796485921701888,LilLil,55573,FR,,0,0,2258,2250,2258,794263467581374524,0,,,
664161136861773865,andregon,54614,MX,,0,0,906,1000,906,970028275789365368,0,,,
664552761605750794,Jordan,21859,US,,0,0,4877,2736,4877,794262925098745858,0,,,
665060378631209020,heather,19918,JP,,0,0,1290,2113,2204,970028275789365368,0,,,
665295912553152524,Nico4132,4850,DE,,0,0,3881,3765,3881,794262959084797984,0,,,
665917925454118913,notthi,11882,JP,,0,0,,,,846497627508047872,0,,,
666058203250950164,hoorai,49192,JP,,0,0,,,,846497627508047872,0,,,
666112892826812466,foonpappu*,42,US,,0,0,922,1000,922,970028275789365368,0,,,
666258230426730506,kurtn,24087,JP,,0,0,2162,2162,,794263467581374524,0,,,
669541279960662016,Cris,15675,IT,,0,0,,,,846497627508047872,0,,,
670016463712813057,Axybur,21236,FR,,0,0,1936,1936,,794263467581374524,0,,,
670372043711184896,BeastXP,49503,US,,0,0,,,,846497627508047872,0,,,
670508021746630658,matcha,39105,JP,,0,0,,,,846497627508047872,0,,,
671301446419087370,Valurisoto,39310,FR,,0,0,2246,2250,2246,794263467581374524,0,,,
672305892766777375,Noah’s-Ark,44174,US,,0,0,2150,2250,2328,794263467581374524,0,,,
672419205873795072,Brille,35913,DE,,0,0,,,,846497627508047872,0,,,
672820662464938006,taroniki,5486,JP,,0,0,2257,2257,,794263467581374524,0,,,
673216311660249151,Ludwig,10814,DE,,0,0,2127,2127,,794263467581374524,0,,,
673631165214883841,Sylas,7820,US,,0,0,3382,3382,,794262959084797984,0,,,
674737530318618664,ZekeMA,35225,US,,0,0,819,1000,889,970028275789365368,0,,,
674943594926178305,Loik,44802,CA,,0,0,1786,2250,2294,794263467581374524,0,,,
675340051533660180,ryer,2547,JP,,0,0,,,,846497627508047872,0,,,
675894245856641066,lilnyanlil,46823,JP,,0,0,,,,846497627508047872,0,,,
676197135766519840,Val,21865,US,,0,0,1710,2499,2606,794263467581374524,0,,,
677678097885167645,MOOSE,56814,US,,0,0,951,1000,951,970028275789365368,0,,,
677771292723904553,misoshiru,5433,JP,,0,0,2197,2197,,794263467581374524,0,,,
677816196732551189,lennox,21972,DE,,0,0,2165,2165,,794263467581374524,0,,,
678421721228771340,mamita,5544,JP,,0,0,2259,2259,,794263467581374524,0,,,
678586478330249246,Reilly,5712,FR,,0,0,2330,2250,2330,794263467581374524,0,,,
679026674976817152,Ben-S,16087,US,,0,0,3535,3535,,794262959084797984,0,,,
680142975078105136,luciia24r_,39260,ES,,0,0,,,,846497627508047872,0,,,
680313013751906324,Mari-Makinami,5403,JP,,0,0,3402,3402,,794262959084797984,0,,,
680696141725302788,Falkmanhi,31276,DE,,0,0,3142,3142,,794262959084797984,0,,,
680696806279217152,reluva,11815,JP,,0,0,3505,3505,,794262959084797984,0,,,
680973805849804853,dokkufuudo,49370,JP,,0,0,,,,846497627508047872,0,,,
681584181289025571,Ismail,40213,GB,,0,0,2287,2250,2287,794263467581374524,0,,,
681829163660738570,Dake,50189,NL,,0,0,,,,846497627508047872,0,,,
682135982241349656,aruchuu(WINTER),25282,JP,,0,0,,,,846497627508047872,0,,,
682483170242854922,Yoshiskyblue,13127,US,,0,0,2467,2467,,794263467581374524,0,,,
682656355617865749,Doenersempft,20719,DE,,0,0,10,380,508,970028275789365368,0,,,
