player_id,player_name,mkc_id,country_code,fc,is_host_banned,is_chat_restricted,mmr,base_mmr,peak_mmr,rank_id,times_strike_limit_reached,twitch_link,mogi_media_message_id
327955191490019358,Empex,22759,JP,,0,0,1897,1966,1897,794263467581374524,0,,,
328432137181069322,Sofida,4293,SE,,0,0,4592,4592,,794262925098745858,0,,,
328881967200468992,tune,2246,JP,,0,0,2274,2274,,794263467581374524,0,,,
329699294888198157,Dileo,13252,FR,,0,0,2258,2258,,794263467581374524,0,,,
329849757457580034,jyzu,16139,DE,,0,0,3519,3519,,794262959084797984,0,,,
330032841679437835,iBeDoobert,8971,GB,,0,0,2295,2259,2447,794263467581374524,0,,,
330365997657882624,Franz,5962,IT,,0,0,3551,3551,,794262959084797984,0,,,
331826311997947915,SquidDude,9738,GB,,0,0,,,,846497627508047872,0,,,
331861529228083200,Breezey,23726,US,,0,0,1020,2044,1825,970028275789365368,0,,,
332607534018068482,Razz,55675,US,,0,0,,,,846497627508047872,0,,,
332818674958467073,Dario,17454,FR,,0,0,1929,2250,2231,794263467581374524,0,,,
333414953312845825,nlanson,53433,AU,,0,0,,,,846497627508047872,0,,,
333424579693510656,Will_,21958,US,,0,0,2125,2125,,794263467581374524,0,,,
333605494675472384,ponpegan,3047,JP,,0,0,3352,3352,,794262959084797984,0,,,
334339672593661952,MODULAIRE,33516,FR,,0,0,1970,2250,1970,794263467581374524,0,,,
334848360932442114,Dorian,17433,FR,,0,0,2177,2177,,794263467581374524,0,,,
335974842744569857,Josef,51375,US,,0,0,764,1000,1090,970028275789365368,0,,,
336529278566924289,Alberto,578,ES,,0,0,5303,5372,5321,794262925098745858,0,,,
337496940306628609,Kosta-Vesta,23893,AU,,0,0,2257,2250,2306,794263467581374524,0,,,
337933706960306176,bow,20326,US,,0,0,899,1000,946,970028275789365368,0,,,
338059897730105345,annalise,8684,US,,0,0,3197,3197,,794262959084797984,0,,,
338602371292856321,Nakiri,3383,JP,,0,0,,,,846497627508047872,0,,,
338674826288037889,Salmaan,1021,GB,,0,0,2119,2119,,794263467581374524,0,,,
339107762376278016,Bugtussle,19788,US,,0,0,,,,846497627508047872,0,,,
339140995314614272,Joronimo,2166,US,,0,0,2189,2189,,794263467581374524,0,,,
340393096502312962,Cwelly,35404,CA,,0,0,1830,2250,2357,794263467581374524,0,,,
340527496422227978,RandomR123,45476,GB,,0,0,,,,846497627508047872,0,,,
340637927954579486,romain,202,FR,,0,0,3661,3661,,794262959084797984,0,,,
340971609663733771,Mussbot,22459,DE,,0,0,2250,2250,,794263467581374524,0,,,
341108167557644289,Eldritch-Leaf,52566,US,,0,0,,,,846497627508047872,0,,,
342353189326159882,Wave TLS,2147,GB,,0,0,,,,846497627508047872,0,,,
343235424023609348,Eji,1629,JP,5522-5646-7505,0,0,6251,6506,6624,794262916627038258,0,mk_eji,,
344413878999973888,Mudky,20002,CH,,0,0,2174,2174,,794263467581374524,0,,,
344900036372725760,ingite,22236,CA,,0,0,1928,2028,,794263467581374524,0,,,
344961015240458245,ProfessorShyGuy,6793,GB,,0,0,3790,3750,3945,794262959084797984,0,,,
345010952594522112,Alpha/Omega,628,US,,0,0,6806,6806,,794262916627038258,0,,,
345222051591618563,Mitsuha,562,MX,,0,0,,,,846497627508047872,0,,,
345697194461888513,Tax,19503,US,,0,0,1705,1705,,794263467581374524,0,,,
345735574524526595,ins1ght,54991,AU,,0,0,1008,1000,1013,970028275789365368,0,,,
345909131531780106,Vadabonez,50929,GB,,0,0,,,,846497627508047872,0,,,
346226861917077504,xTrillz,55403,US,,0,0,2209,2250,2209,794263467581374524,0,,,
346324686717845505,season,7261,GB,,0,0,3437,3521,3556,794262959084797984,0,,,
346863106233729024,Vecchi,695,US,,0,0,1359,2250,2281,970028275789365368,0,,,
347246664572207105,JACK_,56596,US,,0,0,,,,846497627508047872,0,,,
348109204751646720,bobby,4919,US,,0,0,4573,4019,4573,794262925098745858,0,,,
348681599434620930,Spectro,39840,US,,0,0,,,,846497627508047872,0,,,
349528183428612106,Teqzo,3788,FR,,0,0,2274,2250,2274,794263467581374524,0,,,
350285018045874188,Ectross,17560,FR,,0,0,2695,2070,2844,794263467581374524,0,,,
350883699262357504,Hungie,43910,US,,0,0,,,,846497627508047872,0,,,
351631805859889172,Antiant,54571,US,,0,0,2095,2250,2269,794263467581374524,0,,,
351853072001269771,JakeTown,54019,US,,0,0,,,,846497627508047872,0,,,
352045083106869248,TanSanTube,56468,KR,,0,0,2172,2250,2225,794263467581374524,0,,,
352258417559076887,JKsonic,762,US,,0,0,2211,2211,,794263467581374524,0,,,
353242115276406785,Sonics-Soul,9090,US,,0,0,772,772,,970028275789365368,0,,,
354066852776902668,Nevanator2005,1028,US,,0,0,2227,2250,2227,794263467581374524,0,,,
355076855906172930,GamerJohn,34953,US,,0,0,2337,2351,2337,794263467581374524,0,,,
355140244644823043,AisforApple,49280,AU,,0,0,,,,846497627508047872,0,,,
355173440678002698,Ty,2990,US,,0,0,6527,7015,7169,794262916627038258,0,,,
355416278548086785,SUPPORTBOY,19507,ES,,0,0,3472,3472,,794262959084797984,0,,,
355465632470532116,Kilopoppy,50161,CA,,0,0,1093,1000,1093,970028275789365368,0,,,
356162211665674241,Alsterboy-(UK),1057,GB,,0,0,4355,4355,,794262959084797984,0,,,
357153700139237378,Anubis,9783,NL,,0,0,1969,1969,,794263467581374524,0,,,
357971160534614016,unicouniuni3,15218,US,,0,0,1986,2155,2367,794263467581374524,0,,,
358235740607348736,orange,8207,JP,,0,0,3436,3436,,794262959084797984,0,,,
358821641285009408,Polar-Bear,5781,JP,,0,0,2132,2132,,794263467581374524,0,,,
358889578477649921,Erik,354,SE,,0,0,4694,4694,,794262925098745858,0,,,
359308885292613653,twinkstriker,23241,CA,,0,0,1870,1922,1870,794263467581374524,0,,,
359684434447826946,theta_k,1732,JP,,0,0,4909,4909,,794262925098745858,0,,,
359796630066692109,Paulita-Paulita,2492,ES,,0,0,2311,2250,2377,794263467581374524,0,,,
361259216184279041,shroomz,4413,US,,0,0,,,,846497627508047872,0,,,
361365904165961729,Suzune,1956,US,,0,0,3208,3208,,794262959084797984,0,,,
363285449847865344,remon,18230,JP,,0,0,2190,2190,,794263467581374524,0,,,
363932135335264256,Milotic,2709,JP,,0,0,4996,4996,,794262925098745858,0,,,
364063362105081867,ritton,31022,JP,,0,0,,,,846497627508047872,0,,,
364112742153584640,Sku,19846,US,,0,0,,,,846497627508047872,0,,,
364512108353683457,Felix.,49829,US,,0,0,,,,846497627508047872,0,,,
364857148468887555,SSJona,10287,DK,,0,0,2284,2284,,794263467581374524,0,,,
365248485202722818,Harry,1588,US,,0,0,5306,6467,7031,794262925098745858,0,,,
367488013044809728,Hazen,1584,US,,0,0,3555,3555,,794262959084797984,0,,,
367557065503408130,beta,13200,JP,,0,0,5034,5034,,794262925098745858,0,,,
368058262232498188,Derguez,8115,ES,,0,0,,,,846497627508047872,0,,,
368775362164817922,ElJeh,48912,ES,,0,0,2218,2250,2218,794263467581374524,0,,,
369175185372348426,JXMP3R,45157,US,,0,0,,,,846497627508047872,0,,,
369599336977399810,Joaquinado,13309,US,,0,0,3453,3453,,794262959084797984,0,,,
370778188537921558,W..,51139,US,,0,0,,,,846497627508047872,0,,,
371290269254942730,natsuiro,6692,JP,,0,0,3613,3613,,794262959084797984,0,,,
371776328833302530,Bowen,908,FR,,0,0,3770,3653,3888,794262959084797984,0,,,
372689423034482688,Hiinto,2926,FR,,0,0,2275,2275,,794263467581374524,0,,,
375476477430595584,virox,22405,US,,0,0,,,,846497627508047872,0,,,
375720987594850309,IbimsSteve,9222,DE,,0,0,3520,3520,,794262959084797984,0,,,
377630378833477632,Solar,23727,US,,0,0,1340,1325,1340,970028275789365368,0,,,
377930984210825216,Towel-Boy,34604,US,,0,0,1783,2250,2152,794263467581374524,0,,,
377962984200339456,J3RRY,51372,NL,,0,0,,,,846497627508047872,0,,,
379033691395194890,Elmer,1912,US,,0,0,7691,6227,7691,794262898423627857,0,,,
379279202102280194,SARU,39928,FR,,0,0,1336,2250,2158,970028275789365368,0,,,
380766941343645706,Puas,7018,ES,,0,0,2980,2980,,794263467581374524,0,,,
382286717576544259,ultra,3399,US,,0,0,,,,846497627508047872,0,,,
382869910390308874,Sloppy,44293,US,,0,0,893,1000,893,970028275789365368,0,,,
382955097875021837,xntS,81,NL,,0,0,3581,3750,3820,794262959084797984,0,,,
383623090715885568,Drewsome,53117,US,,0,0,865,1000,930,970028275789365368,0,,,
383785068310822913,Sylveon,48363,GB,,0,0,878,1000,878,970028275789365368,0,,,
384288591288729611,Oca,17305,FR,,0,0,,,,846497627508047872,0,,,
385128466191876096,KJNeo,46396,SE,,0,0,,,,846497627508047872,0,,,
386871500369690625,Znowa,1214,US,,0,0,2289,2289,,794263467581374524,0,,,
386930073820987402,Yoma,28394,DE,,0,0,,,,846497627508047872,0,,,
387192800451756033,Panda,2616,AU,,0,0,7310,7310,,794262916627038258,0,,,
387331929931776011,YouNonce,53941,FR,,0,0,,,,846497627508047872,0,,,
387935220956921856,FloaufmKlo,36112,DE,,0,0,1532,2291,2168,794263467581374524,0,,,
388071499770232833,Tr4sh,35845,US,,0,0,3639,2250,4564,794262959084797984,0,,,
388125948647571457,sigmagalphaeta,11155,US,,0,0,,,,846497627508047872,0,,,
388436140786450433,Alexis-Bonsoir,30611,FR,,0,0,1823,2250,2174,794263467581374524,0,,,
388783403639635968,Weevil,10703,US,,0,0,3596,3596,,794262959084797984,0,,,
389423163890466826,HealTy,7525,CA,,0,0,1826,1813,1826,794263467581374524,0,,,
390692089467371520,fusion,26885,US,,0,0,,,,846497627508047872,0,,,
391204177285742592,TepigMK,9339,FR,,0,0,3859,3937,3859,794262959084797984,0,,,
392513442595995650,reggister,1781,US,,0,0,2209,2209,,794263467581374524,0,,,
393352215445897227,jack.,50959,PH,,0,0,,,,846497627508047872,0,,,
393525086415618059,UmmGrant,13462,CA,,0,0,3497,3497,,794262959084797984,0,,,
393908122525368331,Draygo,40065,US,,0,0,1933,2250,2104,794263467581374524,0,,,
394507018762715137,Daichi,2426,JP,,0,0,5167,5167,,794262925098745858,0,,,
394615838839144459,Pqnda,10482,FR,,0,0,1,,,846497627508047872,0,,,
394865077523709955,carnation,3902,JP,,0,0,2189,2189,,794263467581374524,0,,,
394883474730909707,Skifoan,21588,AT,,0,0,4514,1002,6070,794262925098745858,0,,,
394935767685660674,Chadofy,13067,FR,,0,0,3058,3270,3250,794262959084797984,0,,,
395143584665305089,joecalmatt,46946,GB,,0,0,,,,846497627508047872,0,,,
395281104250077207,kohl,51595,CA,,0,0,,,,846497627508047872,0,,,
395358599741964289,plotyuu,15095,US,,0,0,3008,3008,,794262959084797984,0,,,
395721189294604289,RomPKM0,11093,FR,,0,0,2176,2176,,794263467581374524,0,,,
397953752935563305,Runingfree,47067,US,,0,0,,,,846497627508047872,0,,,
398600035970842624,Michael,365,US,,0,0,4783,3750,5021,794262925098745858,0,,,
398865956270768129,Kurugaya-Yuiko,6178,JP,,0,0,3419,3419,,794262959084797984,0,,,
399580879875342336,Melril,29296,CA,,0,0,2139,2250,2234,794263467581374524,0,,,
400019283771654166,Hanako,3929,FR,,0,0,3609,3536,3609,794262959084797984,0,,,
400658926695088138,Shishio,25033,DE,,0,0,2084,2084,,794263467581374524,0,,,
400749522852249601,Schmackofatz,19155,DE,,0,0,5940,4483,6053,794262925098745858,0,,,
401365839237873665,Thast,3488,FR,,0,0,3752,3752,,794262959084797984,0,,,
401582311617069057,RumsteakChopper,54321,DE,,0,0,2022,2250,2178,794263467581374524,0,,,
401984598965354497,Kamou84,50941,HK,,0,0,1,,,846497627508047872,0,,,
402457281142456321,konkon,2778,JP,,0,0,4493,4493,,794262959084797984,0,,,
404355724370509838,Vital,54436,US,,0,0,,,,846497627508047872,0,,,
405117673802825778,futlmanutlnsees,4655,GB,,0,0,3430,3435,3880,794262959084797984,0,,,
405759531033952266,Will_Boss_Gamer,34823,FR,,0,0,,,,846497627508047872,0,,,
405803376484548617,Ethan,2140,FR,,0,0,2780,2731,2914,794263467581374524,0,,,
406931853757513748,Squid,27652,US,,0,0,658,1000,949,970028275789365368,0,,,
408808565592031232,MikeG,1677,US,,0,0,1633,2250,2354,794263467581374524,0,,,
409178124232687617,Paizuri_guy,49351,CA,,0,0,,,,846497627508047872,0,,,
409385705559818240,Ricky,3928,US,,0,0,3555,3555,,794262959084797984,0,,,
409969116745695232,Lucazs,17435,FR,,0,0,1815,2408,2372,794263467581374524,0,,,
410686052773265408,Maxarx,2075,AU,,0,0,7158,7646,7743,794262916627038258,0,,,
412311048985641001,Bored_Bee,34530,GB,,0,0,,,,846497627508047872,0,,,
412354945929445408,sebass,21677,CO,,0,0,2030,2250,2164,794263467581374524,0,,,
412602097008115725,DNox,1129,ES,,0,0,,,,846497627508047872,0,,,
412845505291354123,superz,1670,US,,0,0,3445,3479,3823,794262959084797984,0,,,
413591819281104906,Gazza,3930,AU,,0,0,956,956,,970028275789365368,0,,,
414473285464621066,yurie,2669,JP,,0,0,2179,2179,,794263467581374524,0,,,
414747353979944960,JULIA,3661,BR,,0,0,3564,3542,3564,794262959084797984,0,,,
415141288745107456,DobiLee,9271,KR,,0,0,2049,2049,,794263467581374524,0,,,
415282054557859840,LM987,13825,US,,0,0,2948,2948,,794263467581374524,0,,,
415302090865508353,Zerg,33629,CA,,0,0,5155,5250,5155,794262925098745858,0,,,
415503086589706240,xerneasyveltal,30006,FR,,0,0,2194,2250,2194,794263467581374524,0,,,
416493536343621634,PASTALOVER73,1049,US,,0,0,6022,6110,6022,794262916627038258,0,,,
416774450772705283,Yuki,3781,JP,,0,0,3819,3819,,794262959084797984,0,,,
417635080228438017,Kokoru,3043,FR,,0,0,2172,2172,,794263467581374524,0,,,
418100851748372481,Klefki,2148,FR,,0,0,3649,3659,3764,794262959084797984,0,,,
419153208238407691,ARCUEID,788,CA,,0,0,,,,846497627508047872,0,,,
419239161162235904,Toes,17987,US,,0,0,1251,1251,,970028275789365368,0,,,
419549490379358209,kwartz,39825,GB,,0,0,,,,846497627508047872,0,,,
421032404602585098,heidi,7810,DE,,0,0,4368,3990,4605,794262959084797984,0,,,
421451492088741909,Garch,71,US,,0,0,2088,1990,2469,794263467581374524,0,,,
422020560529391616,Thomas,3382,FR,,0,0,6167,6167,,794262916627038258,0,,,
422586846300733450,NeoCytrus,4692,ES,,0,0,3723,3723,,794262959084797984,0,,,
423099608915378176,kanochanein,16215,JP,,0,0,2152,2152,,794263467581374524,0,,,
423530077075275777,Louie,42553,DK,,0,0,,,,846497627508047872,0,,,
423950083415998476,SmortTTV,30391,GB,,0,0,2168,2250,2283,794263467581374524,0,,,
424013066473308181,LITTEA,338,US,,0,0,2216,2250,2267,794263467581374524,0,,,
424679273551364097,Zekken,28032,ES,,0,0,2012,2250,2154,794263467581374524,0,,,
424863778618736640,4laps2win,9733,GB,,0,0,1951,2250,2049,794263467581374524,0,,,
424904421168644096,randomguy,8613,DE,,0,0,2442,2355,2442,794263467581374524,0,,,
426317116958965764,sheat,10966,JP,,0,0,3116,3116,,794262959084797984,0,,,
426402468021272588,CATUS,18061,JP,,0,0,2021,2250,2286,794263467581374524,0,,,
426766218947723275,yuneneAkC,51611,JP,,0,0,2287,2250,2287,794263467581374524,0,,,
426781843740950540,zeon,31079,DE,,0,0,2160,2250,2395,794263467581374524,0,,,
427184546249703444,-fukou-Kuru,14344,BE,,0,0,2083,2250,2204,794263467581374524,0,,,
427602187687034880,Gabrio,42988,MC,,0,0,940,1000,940,970028275789365368,0,,,
428402030235615242,magician,19071,US,,0,0,2218,2218,,794263467581374524,0,,,
428428413683105792,Banana-Royale,51760,US,,0,0,,,,846497627508047872,0,,,
429372122649985036,Noodlez,40793,US,,0,0,,,,846497627508047872,0,,,
429562553849610251,Rex,2182,JP,,0,0,3554,3554,,794262959084797984,0,,,
429656629743452163,81Speedy,34406,DE,,0,0,,,,846497627508047872,0,,,
429700575630983169,Deaf,19604,FR,,0,0,,,,846497627508047872,0,,,
429757161229385738,xd_immortal,8002,US,,0,0,2186,2250,2329,794263467581374524,0,,,
430079455151652884,Euan,2825,GB,,0,0,11270,7613,11351,791874714434797589,0,,,
430447678237704193,Ralphie614,42093,US,,0,0,,,,846497627508047872,0,,,
430526243625238529,akak1ra,11233,AU,,0,0,3518,3518,,794262959084797984,0,,,
430730115219980288,WhiiTy,8352,FR,,0,0,1762,2250,2313,794263467581374524,0,,,
430869776550723585,Icee,404,CA,,0,0,2697,2250,2697,794263467581374524,0,,,
431082860343197699,Shimaa,46430,ES,,0,0,,,,846497627508047872,0,,,
431187663152742401,Flxz,43166,CA,,0,0,887,1000,887,970028275789365368,0,,,
431257726165712917,critter,25291,US,,0,0,3583,3712,3669,794262959084797984,0,,,
433069171979321364,Joshi,39411,US,,0,0,,,,846497627508047872,0,,,
433615605569028107,Niralamus,9298,AT,,0,0,3613,1939,3712,794262959084797984,0,,,
433776609401765888,Cachondo,54045,MX,,0,0,,,,846497627508047872,0,,,
433967221195145217,kairu,41947,GB,,0,0,,,,846497627508047872,0,,,
434408972573736961,Soito,5678,CH,,0,0,1938,1912,1938,794263467581374524,0,,,
434668365248856067,Xewo,23121,FR,,0,0,,,,846497627508047872,0,,,
435156665105514506,Lechu,39880,ES,,0,0,2345,2250,2345,794263467581374524,0,,,
435179981119684618,Seetherly,56502,US,,0,0,,,,846497627508047872,0,,,
435457260022530071,Zoomerkid7,48292,CA,,0,0,,,,846497627508047872,0,,,
435581706544873473,DanSW,9726,AU,,0,0,3727,3727,,794262959084797984,0,,,
435710419009536000,YuY,23629,JP,,0,0,4803,3991,4888,794262925098745858,0,,,
437432965094440980,UNO,15571,JP,,0,0,2938,2938,,794263467581374524,0,,,
438448101716656129,RendValor,37567,GB,,0,0,,,,846497627508047872,0,,,
438565345612267521,tormi,51339,US,,0,0,,,,846497627508047872,0,,,
438691549652713472,guitovh,967,PT,,0,0,2074,2250,2212,794263467581374524,0,,,
439831285813215252,Kikii,15466,FR,,0,0,1954,2250,2275,794263467581374524,0,,,
440080704127238145,Hugoman7Hugoman7,34419,ES,,0,0,2348,2250,2383,794263467581374524,0,,,
440202339891150859,Mega,19299,ES,,0,0,,,,846497627508047872,0,,,
440627128946655243,lolo_BZHrenard,55776,FR,,0,0,,,,846497627508047872,0,,,
441005650550718464,Ast,4943,JP,,0,0,3734,3734,,794262959084797984,0,,,
442486113089617921,vxrded☆,51386,CA,,0,0,842,1000,842,970028275789365368,0,,,
442781093628739605,abriel,52835,US,,0,0,2268,2250,2268,794263467581374524,0,,,
443558293852389386,Stealth,11358,GB,,0,0,,,,846497627508047872,0,,,
444654382622048256,RJPiper,55910,CA,,0,0,,,,846497627508047872,0,,,
445268236964200448,Syphilis,21126,DE,,0,0,2404,2250,2577,794263467581374524,0,,,
446374562331099138,RukaSarashina,1571,DE,,0,0,4085,3822,4085,794262959084797984,0,,,
446395793067343882,Morgana,53027,CA,,0,0,,,,846497627508047872,0,,,
447967437783171072,Yiyo,235,CL,,0,0,,,,846497627508047872,0,,,
449136817971920897,Nabeyaki,15575,JP,,0,0,2357,2357,,794263467581374524,0,,,
449171477082931200,Default,2457,JP,,0,0,2334,2334,,794263467581374524,0,,,
449252534666919946,Sam03,9019,GB,,0,0,1668,2063,1958,794263467581374524,0,,,
449988990653825031,Lukey,19964,IE,,0,0,1797,2250,2240,794263467581374524,0,,,
450177225225011202,ILYF,33359,JP,,0,0,,,,846497627508047872,0,,,
450990656907640853,Fran,2340,JP,,0,0,3383,3383,,794262959084797984,0,,,
451121552944136192,Pink-Gold-Beans,48772,IE,,0,0,1967,2250,2172,794263467581374524,0,,,
451184837269913621,somen,1548,JP,,0,0,4756,4756,,794262925098745858,0,,,
451211833932644354,Toast,21219,US,,0,0,3485,3485,,794262959084797984,0,,,
453709046814343168,B.-Header,43365,US,,0,0,,,,846497627508047872,0,,,
453732103364935695,bri,40467,US,,0,0,,,,846497627508047872,0,,,
454213129539158016,lilith,21869,NL,,0,0,,,,846497627508047872,0,,,
454493709115981854,llamaddrama,46350,US,,0,0,,,,846497627508047872,0,,,
455106462771838976,Dxmi,32269,AT,,0,0,1694,2147,2034,794263467581374524,0,,,
457524314468777994,Y146,2460,JP,,0,0,6087,6087,,794262916627038258,0,,,
457532286481465366,Naticus,28334,GB,5912-2980-2119,0,0,4937,2049,5104,794262925098745858,0,,,
458148086137618432,josh3780,44759,US,,0,0,2109,2250,2109,794263467581374524,0,,,
458837788305915912,ChillenGuy,52594,US,,0,0,,,,846497627508047872,0,,,
459337338003390474,hayabusa,5585,JP,,0,0,1972,2250,2138,794263467581374524,0,,,
460061025786527764,velg,6111,US,,0,0,2161,2176,2161,794263467581374524,0,,,
460109876631175169,antisophista,44891,IT,,0,0,,,,846497627508047872,0,,,
460169091051814914,Bersan,27404,DE,,0,0,1,949,871,970028275789365368,0,,,
460210587687845898,vFerret,52487,CA,,0,0,,,,846497627508047872,0,,,
460621865736601611,ninjaxgamingYT,55081,CA,,0,0,877,1000,910,970028275789365368,0,,,
460865033816113152,Eleenagbr,22015,ES,,0,0,,,,846497627508047872,0,,,
461054024045821967,Manu,4770,IT,,0,0,3817,3817,,794262959084797984,0,,,
461491111802961920,Shenmue,21435,FR,,0,0,,,,846497627508047872,0,,,
461879937461125121,Martehhh,54956,NL,,0,0,2180,2250,2358,794263467581374524,0,,,
462855179369447434,Lemoneid,54139,CL,,0,0,541,1000,888,970028275789365368,0,,,
462898306708799501,gxbry,8844,RU,,0,0,6883,5190,6883,794262916627038258,0,,,
463676262032867330,Snowy,22156,SG,,0,0,2242,2242,,794263467581374524,0,,,
463846985980706816,Bland,51285,US,,0,0,2180,2250,2180,794263467581374524,0,,,
464487119541370880,MKIbra,1036,GB,,0,0,6058,6756,6354,794262916627038258,0,,,
465208535509237770,Mr.SaGaR,6909,NL,,0,0,2066,2250,2169,794263467581374524,0,,,
465269517988134922,Ben.,12010,GB,,0,0,,,,846497627508047872,0,,,
465307602339889162,TaqtikAL,32504,US,,0,0,1399,2250,2275,970028275789365368,0,,,
465529122081210368,beriberi,13281,JP,,0,0,2277,2277,,794263467581374524,0,,,
465893843427000321,geso,11382,JP,,0,0,2115,2171,2115,794263467581374524,0,,,
465914747661975573,Sand,4546,US,,0,0,2057,2242,2145,794263467581374524,0,,,
466359901149724682,Laura^^,21706,DO,,0,0,,,,846497627508047872,0,,,
467326916160913418,kaden_,6197,US,,0,0,2173,2250,2173,794263467581374524,0,,,
467424103683457024,Dripzy,19159,GB,,0,0,2561,2241,2561,794263467581374524,0,,,
468058260738408459,emanon,20817,JP,,0,0,2029,2029,,794263467581374524,0,,,
468293537797111823,youkunmogi,8503,JP,,0,0,2372,2372,,794263467581374524,0,,,
468479564092538880,JZ,13835,US,,0,0,2059,2250,2253,794263467581374524,0,,,
470014803319193602,Joel-M8,936,US,,0,0,2705,2838,2705,794263467581374524,0,,,
470290141999661056,gio,22946,IT,,0,0,3750,3750,,794262959084797984,0,,,
470324005153406976,BirdmanGamez,25508,US,,0,0,,,,846497627508047872,0,,,
471287022200291339,furroslay3r,53830,ES,,0,0,,,,846497627508047872,0,,,
471794710659334148,TrippleTrub,1978,US,,0,0,831,1000,931,970028275789365368,0,,,
471842649398181888,gyrodos,21025,US,,0,0,4700,4007,5319,794262925098745858,0,,,
473187410885345291,Chika-Takami,7280,US,4245-6700-7231,0,0,6477,5909,6937,794262916627038258,0,,,
473463919042625539,Emans,15685,IT,,0,0,3374,3374,,794262959084797984,0,,,
473516236769329163,Lusion,22093,US,,0,0,,,,846497627508047872,0,,,
474688986854719490,Laquon,1001,US,,0,0,6538,5458,7374,794262916627038258,0,,,
475321637093507074,lLucer,45514,IE,,0,0,924,1000,924,970028275789365368,0,,,
475810836888158229,Spaceboy,43610,US,,0,0,,,,846497627508047872,0,,,
475830944327139338,Usual,1678,US,,0,0,3225,3225,,794262959084797984,0,,,
476778755893755936,last_order,50968,DE,,0,0,,,,846497627508047872,0,,,
477885318067126282,Fatality,13180,GB,,0,0,2219,2219,,794263467581374524,0,,,
477959212073484308,Preston,41480,US,,0,0,,,,846497627508047872,0,,,
478067597032816660,Kirbyx,41988,US,,0,0,1,,,846497627508047872,0,,,
479502860770344960,andromeda,52582,ES,,0,0,,,,846497627508047872,0,,,
480038238480891907,_Florian,19411,DE,,0,0,2255,2250,2255,794263467581374524,0,,,
480051089740398593,McDoI97I,53840,CA,,0,0,,,,846497627508047872,0,,,
480455063022731288,Eren-Yeager,322,DE,,0,0,6364,6255,6364,794262916627038258,0,,,
480608628949123073,Menschenie,13708,DE,,0,0,4175,3772,4239,794262959084797984,0,,,
481380937222062080,_,28309,JP,,0,0,,,,846497627508047872,0,,,
481541164034555929,ethin,53242,US,,0,0,,,,846497627508047872,0,,,
482127445684912139,Denden164,44436,NL,,0,0,,,,846497627508047872,0,,,
482174942809554944,ya☆DuduTM,53190,FR,,0,0,892,1000,892,970028275789365368,0,,,
482646496659898368,akane,2551,CA,,0,0,4641,6049,6155,794262925098745858,0,,,
482954681522454529,Eris.,2271,JP,,0,0,4194,4194,,794262959084797984,0,,,
483278235048738836,Michaelidk,46503,GB,,0,0,,,,846497627508047872,0,,,
484697141965750272,GalDen,28083,FR,,0,0,,,,846497627508047872,0,,,
485442748581806082,tirins,3461,JP,,0,0,3102,3102,,794262959084797984,0,,,
486214668986351631,Snow,41950,NO,,0,0,,,,846497627508047872,0,,,
486862053529747487,Sweecheat,13796,FR,,0,0,2270,2270,,794263467581374524,0,,,
487078446556643339,andycappuccino,55236,US,,0,0,893,1000,893,970028275789365368,0,,,
488057748559495171,bigdragon538,23751,NO,,0,0,2096,2234,2096,794263467581374524,0,,,
488868018953256981,Ruka,49077,DE,,0,0,2227,2250,2227,794263467581374524,0,,,
489240381800841218,xakob,1306,AT,,0,0,2312,2312,,794263467581374524,0,,,
489444612608491521,riedel01,19812,DE,,0,0,2119,2119,,794263467581374524,0,,,
489472636405940224,Jadounaali,13822,FR,,0,0,2374,2374,,794263467581374524,0,,,
490153924104552479,bjorne,35103,DK,,0,0,190,190,,970028275789365368,0,,,
490228477723803660,Dustin,27741,DE,,0,0,1814,2016,1896,794263467581374524,0,,,
490968311203495977,goodmelontaste,2074,US,6104-2396-7519,1,0,12783,8852,13783,791874714434797589,1,riotxnts,,
491445564051816449,SG77,6917,CA,,0,0,1998,2100,1998,794263467581374524,0,,,
492316186919567360,Xeter,1317,AT,,0,0,3745,3745,,794262959084797984,0,,,
493037610109894676,Akira,16534,US,,0,0,2074,2250,2355,794263467581374524,0,,,
493404022666166283,vuvu,39637,FR,,0,0,,,,846497627508047872,0,,,
493614134471163915,Pana,1742,MX,,0,0,,,,846497627508047872,0,,,
493804019354173442,Yasn,3019,LU,,0,0,1767,1954,1866,794263467581374524,0,,,
494165670301532160,Draggonkiller,13530,DE,,0,0,,,,846497627508047872,0,,,
494482988407586827,Fate/Alex,45953,DE,,0,0,2102,2250,2102,794263467581374524,0,,,
495635811040100354,Bluey444,45545,US,,0,0,852,1000,852,970028275789365368,0,,,
496351795304595456,hew,53961,VI,,0,0,2234,2250,2234,794263467581374524,0,,,
496730863967535125,Dulphs,53596,BE,,0,0,,,,846497627508047872,0,,,
496794034400919584,Kryptex,55511,US,,0,0,,,,846497627508047872,0,,,
497074881314422794,DArk,14301,NL,,0,0,3367,3367,3530,794262959084797984,0,,,
498712414502780928,plue,4611,JP,,0,0,2116,2116,,794263467581374524,0,,,
498981662156390401,gibbman,15016,US,,0,0,2259,2259,,794263467581374524,0,,,
499479821777371136,Lum,9648,AU,7372-0221-5346,0,0,8677,8152,8925,794262898423627857,0,ByronMK8,,
501312645845221376,shirobon,28057,JP,,0,0,,,,846497627508047872,0,,,
